concept,source,n_words,zipf_head,zipf_min,conc,aoa,wn_senses,wn_depth,ev_frac_llama8b,val_r_llama8b,ev_frac_falcon3b,val_r_falcon3b
north,wordnet_noun,1,5.34,5.34,4.14,6.55,9,10.0,,,,
northeast,wordnet_noun,1,4.06,4.06,3.83,7.47,7,6.0,,,,
northeastward,wordnet_noun,1,2.2,2.2,3.16,,3,6.0,,,,
norther,wordnet_noun,1,2.08,2.08,,8.8,1,9.0,,,,
northerly,wordnet_noun,1,2.95,2.95,2.92,10.65,4,9.0,,,,
northland,wordnet_noun,1,2.57,2.57,3.09,,1,5.0,,,,
northward,wordnet_noun,1,3.22,3.22,3.37,,3,7.0,,,,
northwest,wordnet_noun,1,4.14,4.14,3.59,8.22,7,6.0,,,,
northwestward,wordnet_noun,1,2.13,2.13,3.72,,3,6.0,,,,
nose,wordnet_noun,1,4.51,4.51,4.89,2.95,14,10.0,,,,
nosebleed,wordnet_noun,1,2.51,2.51,4.43,5.32,1,10.0,,,,
nosedive,wordnet_noun,1,2.37,2.37,3.48,10.29,3,9.0,,,,
nosh,wordnet_noun,1,2.19,2.19,,12.65,2,8.0,,,,
nostalgia,wordnet_noun,1,3.62,3.62,1.83,13.21,1,7.0,,,,
nostril,wordnet_noun,1,2.77,2.77,4.89,7.37,1,9.0,,,,
nostrum,wordnet_noun,1,2.31,2.31,,,2,8.0,,,,
notability,wordnet_noun,1,2.02,2.02,2.12,13.05,1,10.0,,,,
notable,wordnet_noun,1,4.07,4.07,2.0,10.37,3,10.0,,,,
notary,wordnet_noun,1,3.11,3.11,3.69,13.56,1,10.0,,,,
notation,wordnet_noun,1,3.47,3.47,3.07,12.78,3,7.0,,,,
notch,wordnet_noun,1,3.78,3.78,4.23,8.47,6,10.0,,,,
note,wordnet_noun,1,5.04,5.04,4.61,6.4,13,10.0,,,,
notebook,wordnet_noun,1,3.74,3.74,4.92,6.37,2,12.0,,,,
notepad,wordnet_noun,1,2.86,2.86,4.7,8.53,1,8.0,,,,
nothing,wordnet_noun,1,5.55,5.55,2.21,5.209302000000001,2,4.0,,,,
nothingness,wordnet_noun,1,2.97,2.97,1.74,10.94,2,7.0,,,,
nothings,wordnet_noun,1,2.77,2.77,,,2,6.0,,,,
notice,wordnet_noun,1,4.9,4.9,3.3,7.35,11,8.0,,,,
notification,wordnet_noun,1,3.92,3.92,3.34,9.44,3,7.0,,,,
notion,wordnet_noun,1,4.17,4.17,1.93,11.11,4,7.0,,,,
notoriety,wordnet_noun,1,3.19,3.19,2.0,13.81,1,9.0,,,,
nougat,wordnet_noun,1,2.57,2.57,4.21,9.07,1,9.0,,,,
nought,wordnet_noun,1,2.51,2.51,,,1,7.0,,,,
noun,wordnet_noun,1,3.61,3.61,3.15,7.28,2,8.0,,,,
nourishment,wordnet_noun,1,3.03,3.03,2.97,9.94,2,8.0,,,,
nous,wordnet_noun,1,2.99,2.99,,13.25,2,9.0,,,,
nova,wordnet_noun,1,3.92,3.92,3.85,,1,7.0,,,,
novation,wordnet_noun,1,2.0,2.0,,,1,9.0,,,,
novel,wordnet_noun,1,4.63,4.63,4.21,9.5,4,8.0,,,,
novelist,wordnet_noun,1,3.61,3.61,4.07,10.26,1,9.0,,,,
novelization,wordnet_noun,1,2.15,2.15,2.45,,1,10.0,,,,
novella,wordnet_noun,1,3.08,3.08,,14.71,1,8.0,,,,
novelty,wordnet_noun,1,3.66,3.66,2.21,11.71,4,7.0,,,,
novena,wordnet_noun,1,2.11,2.11,,12.38,1,9.0,,,,
novice,wordnet_noun,1,3.41,3.41,2.68,10.95,2,8.0,,,,
novitiate,wordnet_noun,1,2.13,2.13,,16.38,2,8.0,,,,
now,wordnet_noun,1,6.18,6.18,1.48,5.251930000000001,8,5.0,,,,
nowadays,wordnet_noun,1,4.11,4.11,1.4,8.608885,2,4.0,,,,
nowhere,wordnet_noun,1,4.4,4.4,1.79,5.411785000000001,2,7.0,,,,
nozzle,wordnet_noun,1,3.24,3.24,4.91,9.32,2,9.0,,,,
nuance,wordnet_noun,1,3.09,3.09,1.85,11.05,1,5.0,,,,
nub,wordnet_noun,1,2.55,2.55,4.23,10.0,3,8.0,,,,
nuclease,wordnet_noun,1,2.0,2.0,,,1,12.0,,,,
nucleon,wordnet_noun,1,2.12,2.12,,,1,10.0,,,,
nucleoside,wordnet_noun,1,2.24,2.24,,13.58,1,10.0,,,,
nucleotide,wordnet_noun,1,3.0,3.0,,,1,10.0,,,,
nucleus,wordnet_noun,1,3.59,3.59,3.48,11.4,6,7.0,,,,
nude,wordnet_noun,1,4.0,4.0,4.28,8.21,5,10.0,,,,
nudge,wordnet_noun,1,3.22,3.22,4.47,11.05,3,7.0,,,,
nudism,wordnet_noun,1,2.03,2.03,3.54,12.17,1,7.0,,,,
nudist,wordnet_noun,1,2.81,2.81,4.66,10.94,1,8.0,,,,
nudity,wordnet_noun,1,3.39,3.39,4.13,9.18,1,5.0,,,,
nugget,wordnet_noun,1,3.16,3.16,4.45,7.32,1,5.0,,,,
nuisance,wordnet_noun,1,3.5,3.5,2.19,9.59,2,9.0,,,,
nuke,wordnet_noun,1,3.29,3.29,4.0,11.0,4,9.0,,,,
null,wordnet_noun,1,3.73,3.73,,,2,4.0,,,,
nullification,wordnet_noun,1,2.57,2.57,2.14,15.37,2,8.0,,,,
nullity,wordnet_noun,1,2.03,2.03,,,2,8.0,,,,
number,wordnet_noun,1,5.62,5.62,3.3,3.94,17,10.0,,,,
numbering,wordnet_noun,1,3.27,3.27,,,7,7.0,,,,
numbness,wordnet_noun,1,2.89,2.89,2.33,9.55,2,7.0,,,,
numeracy,wordnet_noun,1,2.57,2.57,,,1,6.0,,,,
numeral,wordnet_noun,1,2.77,2.77,3.88,8.32,2,5.0,,,,
numerator,wordnet_noun,1,2.29,2.29,3.0,10.55,1,6.0,,,,
numerology,wordnet_noun,1,2.44,2.44,1.96,12.95,1,7.0,,,,
numismatics,wordnet_noun,1,2.12,2.12,,15.17,1,8.0,,,,
nun,wordnet_noun,1,3.64,3.64,4.92,8.39,3,9.0,,,,
nuncio,wordnet_noun,1,2.3,2.3,,,1,11.0,,,,
nunnery,wordnet_noun,1,2.5,2.5,3.5,13.93,1,12.0,,,,
nuptials,wordnet_noun,1,2.54,2.54,3.15,13.19,1,7.0,,,,
nurse,wordnet_noun,1,4.4,4.4,4.39,5.84,7,10.0,,,,
nursemaid,wordnet_noun,1,2.03,2.03,4.5,9.75,1,10.0,,,,
nursery,wordnet_noun,1,3.89,3.89,4.48,6.95,2,10.0,,,,
nursing,wordnet_noun,1,4.32,4.32,3.76,8.21,8,9.0,,,,
nurture,wordnet_noun,1,3.31,3.31,2.24,10.94,5,8.0,,,,
nut,wordnet_noun,1,4.04,4.04,4.52,5.21,8,10.0,,,,
nutcase,wordnet_noun,1,2.46,2.46,2.93,7.83,1,10.0,,,,
nutcracker,wordnet_noun,1,2.86,2.86,4.81,7.24,3,13.0,,,,
nuthatch,wordnet_noun,1,2.0,2.0,,11.45,1,12.0,,,,
nutmeg,wordnet_noun,1,3.04,3.04,4.69,8.83,2,12.0,,,,
nutrient,wordnet_noun,1,3.51,3.51,3.5,10.53,3,4.0,,,,
nutrition,wordnet_noun,1,4.1,4.1,2.82,9.74,3,8.0,,,,
nutritionist,wordnet_noun,1,2.9,2.9,4.0,10.95,1,9.0,,,,
nutshell,wordnet_noun,1,3.43,3.43,4.29,6.67,1,10.0,,,,
nutter,wordnet_noun,1,2.8,2.8,,,1,9.0,,,,
nylon,wordnet_noun,1,3.42,3.42,4.7,10.0,2,10.0,,,,
nylons,wordnet_noun,1,2.45,2.45,,,3,11.0,,,,
nymph,wordnet_noun,1,2.87,2.87,3.58,11.21,3,9.0,,,,
nympho,wordnet_noun,1,2.22,2.22,,,1,11.0,,,,
nymphomaniac,wordnet_noun,1,2.34,2.34,3.04,15.29,2,11.0,,,,
nystagmus,wordnet_noun,1,2.07,2.07,,,1,9.0,,,,
oaf,wordnet_noun,1,2.25,2.25,3.65,11.87,1,8.0,,,,
oak,wordnet_noun,1,4.18,4.18,4.82,7.35,2,10.0,,,,
oar,wordnet_noun,1,2.89,2.89,4.84,5.83,1,7.0,,,,
oasis,wordnet_noun,1,3.56,3.56,4.44,9.11,2,7.0,,,,
oat,wordnet_noun,1,2.9,2.9,5.0,5.83,2,12.0,,,,
oath,wordnet_noun,1,3.96,3.96,2.79,11.39,3,7.0,,,,
oatmeal,wordnet_noun,1,3.37,3.37,4.93,4.5,2,8.0,,,,
obedience,wordnet_noun,1,3.5,3.5,2.29,8.53,3,9.0,,,,
obeisance,wordnet_noun,1,2.1,2.1,,14.5,2,7.0,,,,
obelisk,wordnet_noun,1,2.76,2.76,,13.67,2,7.0,,,,
obesity,wordnet_noun,1,3.81,3.81,3.24,11.37,1,6.0,,,,
obfuscation,wordnet_noun,1,2.56,2.56,,15.71,3,10.0,,,,
obi,wordnet_noun,1,3.35,3.35,,,2,11.0,,,,
obit,wordnet_noun,1,2.41,2.41,,10.0,1,7.0,,,,
obituary,wordnet_noun,1,3.41,3.41,4.18,9.44,1,7.0,,,,
object,wordnet_noun,1,4.56,4.56,3.66,7.94,7,11.0,,,,
objectification,wordnet_noun,1,2.64,2.64,1.62,13.83,2,9.0,,,,
objection,wordnet_noun,1,3.77,3.77,2.29,9.74,4,9.0,,,,
objective,wordnet_noun,1,4.36,4.36,2.0,12.72,6,9.0,,,,
objectivity,wordnet_noun,1,3.1,3.1,1.48,10.74,1,5.0,,,,
objector,wordnet_noun,1,2.53,2.53,3.43,11.95,1,7.0,,,,
oblate,wordnet_noun,1,2.2,2.2,,14.5,2,8.0,,,,
obligation,wordnet_noun,1,4.07,4.07,2.04,10.95,5,8.0,,,,
oblique,wordnet_noun,1,3.2,3.2,3.15,12.89,4,10.0,,,,
obliteration,wordnet_noun,1,2.37,2.37,2.0,13.16,2,10.0,,,,
oblivion,wordnet_noun,1,3.32,3.32,1.37,10.94,2,10.0,,,,
oblong,wordnet_noun,1,2.93,2.93,3.59,10.39,3,6.0,,,,
oboe,wordnet_noun,1,2.69,2.69,4.43,10.78,1,12.0,,,,
obscenity,wordnet_noun,1,2.9,2.9,2.31,10.35,3,9.0,,,,
obscurity,wordnet_noun,1,3.2,3.2,1.63,12.06,3,7.0,,,,
observance,wordnet_noun,1,3.13,3.13,2.45,9.53,4,9.0,,,,
observation,wordnet_noun,1,4.13,4.13,2.12,9.32,5,9.0,,,,
observatory,wordnet_noun,1,3.71,3.71,4.48,9.12,2,7.0,,,,
observer,wordnet_noun,1,3.91,3.91,3.88,9.7,2,8.0,,,,
obsession,wordnet_noun,1,3.9,3.9,1.7,9.61,2,7.0,,,,
obsessive,wordnet_noun,1,3.43,3.43,2.03,10.89,2,10.0,,,,
obsidian,wordnet_noun,1,2.95,2.95,4.44,11.5,1,10.0,,,,
obsolescence,wordnet_noun,1,2.67,2.67,,13.4,1,4.0,,,,
obstacle,wordnet_noun,1,3.72,3.72,3.48,7.84,2,7.0,,,,
obstetrician,wordnet_noun,1,2.67,2.67,4.31,12.56,1,13.0,,,,
obstetrics,wordnet_noun,1,3.04,3.04,,14.69,1,12.0,,,,
obstinacy,wordnet_noun,1,2.23,2.23,,10.83,2,5.0,,,,
obstruction,wordnet_noun,1,3.55,3.55,3.73,10.14,5,9.0,,,,
obstructionism,wordnet_noun,1,2.1,2.1,,,1,7.0,,,,
obstructionist,wordnet_noun,1,2.22,2.22,,,1,8.0,,,,
obverse,wordnet_noun,1,2.61,2.61,,,2,8.0,,,,
obviousness,wordnet_noun,1,2.08,2.08,1.93,9.94,1,8.0,,,,
oca,wordnet_noun,1,2.43,2.43,,,1,10.0,,,,
ocarina,wordnet_noun,1,2.45,2.45,,12.5,1,9.0,,,,
occasion,wordnet_noun,1,4.38,4.38,2.52,8.16,6,7.0,,,,
occasions,wordnet_noun,1,4.26,4.26,,,7,8.0,,,,
occident,wordnet_noun,1,2.13,2.13,,15.4,2,7.0,,,,
occlusion,wordnet_noun,1,2.75,2.75,2.46,14.54,5,8.0,,,,
occlusive,wordnet_noun,1,2.2,2.2,,,2,8.0,,,,
occult,wordnet_noun,1,3.29,3.29,2.59,12.65,7,7.0,,,,
occultation,wordnet_noun,1,2.06,2.06,,,1,6.0,,,,
occultism,wordnet_noun,1,2.23,2.23,2.21,15.07,2,7.0,,,,
occultist,wordnet_noun,1,2.26,2.26,2.86,12.94,1,7.0,,,,
occupancy,wordnet_noun,1,3.36,3.36,2.57,9.67,2,6.0,,,,
occupant,wordnet_noun,1,3.11,3.11,3.5,9.95,1,8.0,,,,
occupation,wordnet_noun,1,4.2,4.2,3.68,10.89,5,7.0,,,,
occupier,wordnet_noun,1,2.58,2.58,3.3,,2,10.0,,,,
occurrence,wordnet_noun,1,3.77,3.77,2.57,11.44,2,6.0,,,,
ocean,wordnet_noun,1,4.7,4.7,4.86,4.74,2,5.0,,,,
oceanfront,wordnet_noun,1,2.4,2.4,4.52,9.28,1,4.0,,,,
oceanography,wordnet_noun,1,2.87,2.87,3.15,12.71,1,10.0,,,,
ocelot,wordnet_noun,1,2.34,2.34,4.43,10.0,1,15.0,,,,
ocher,wordnet_noun,1,2.04,2.04,,,3,9.0,,,,
ochre,wordnet_noun,1,2.69,2.69,,13.3,3,9.0,,,,
octagon,wordnet_noun,1,2.91,2.91,4.43,8.0,1,7.0,,,,
octahedron,wordnet_noun,1,2.09,2.09,,,1,6.0,,,,
octane,wordnet_noun,1,3.08,3.08,3.4,15.18,1,10.0,,,,
octave,wordnet_noun,1,3.08,3.08,3.31,9.39,3,8.0,,,,
octavo,wordnet_noun,1,2.31,2.31,,12.0,1,5.0,,,,
octet,wordnet_noun,1,2.24,2.24,,11.6,5,7.0,,,,
octogenarian,wordnet_noun,1,2.16,2.16,,15.75,2,9.0,,,,
octopus,wordnet_noun,1,3.46,3.46,5.0,6.26,2,11.0,,,,
ocular,wordnet_noun,1,2.94,2.94,2.89,13.28,4,9.0,,,,
oculus,wordnet_noun,1,3.19,3.19,,,1,7.0,,,,
oddball,wordnet_noun,1,2.76,2.76,2.74,8.86,1,8.0,,,,
oddity,wordnet_noun,1,2.77,2.77,2.11,10.53,3,9.0,,,,
odds,wordnet_noun,1,4.28,4.28,2.24,8.58,2,6.0,,,,
ode,wordnet_noun,1,3.31,3.31,2.91,10.84,1,8.0,,,,
odium,wordnet_noun,1,2.0,2.0,,,2,8.0,,,,
odometer,wordnet_noun,1,2.45,2.45,4.72,,1,10.0,,,,
odor,wordnet_noun,1,3.49,3.49,3.52,6.81,2,8.0,,,,
odour,wordnet_noun,1,2.96,2.96,,,2,8.0,,,,
odyssey,wordnet_noun,1,3.55,3.55,2.64,12.6,2,10.0,,,,
oedema,wordnet_noun,1,2.16,2.16,,,1,8.0,,,,
oesophagus,wordnet_noun,1,2.35,2.35,,,1,7.0,,,,
oestrogen,wordnet_noun,1,2.4,2.4,,,1,10.0,,,,
oeuvre,wordnet_noun,1,2.79,2.79,,16.71,1,8.0,,,,
offal,wordnet_noun,1,2.51,2.51,,14.4,1,7.0,,,,
offbeat,wordnet_noun,1,2.77,2.77,2.22,10.11,2,6.0,,,,
offence,wordnet_noun,1,3.96,3.96,3.07,9.89,5,8.0,,,,
offender,wordnet_noun,1,3.7,3.7,3.88,10.85,1,8.0,,,,
offense,wordnet_noun,1,4.26,4.26,2.03,8.61,5,8.0,,,,
offensive,wordnet_noun,1,4.46,4.46,2.1,9.37,8,7.0,,,,
offer,wordnet_noun,1,5.05,5.05,2.23,7.48,16,7.0,,,,
offering,wordnet_noun,1,4.6,4.6,2.82,,17,8.0,,,,
office,wordnet_noun,1,5.4,5.4,4.93,6.68,7,9.0,,,,
officer,wordnet_noun,1,5.03,5.03,4.8,6.5,5,11.0,,,,
official,wordnet_noun,1,5.14,5.14,2.54,8.68,7,9.0,,,,
officialdom,wordnet_noun,1,2.28,2.28,,15.54,1,6.0,,,,
officiant,wordnet_noun,1,2.17,2.17,,,1,10.0,,,,
officiating,wordnet_noun,1,3.15,3.15,,,3,7.0,,,,
offing,wordnet_noun,1,2.61,2.61,,13.0,3,5.0,,,,
offset,wordnet_noun,1,3.99,3.99,2.75,11.33,11,10.0,,,,
offshoot,wordnet_noun,1,2.98,2.98,2.88,13.0,1,5.0,,,,
offside,wordnet_noun,1,3.24,3.24,3.5,,3,7.0,,,,
offspring,wordnet_noun,1,3.77,3.77,3.93,11.65,3,8.0,,,,
offstage,wordnet_noun,1,2.61,2.61,3.96,,5,9.0,,,,
ogre,wordnet_noun,1,3.1,3.1,3.97,8.33,2,9.0,,,,
ohm,wordnet_noun,1,3.01,3.01,2.48,14.0,2,9.0,,,,
oil,wordnet_noun,1,5.1,5.1,4.93,7.33,6,13.0,,,,
oiler,wordnet_noun,1,2.36,2.36,3.61,,3,12.0,,,,
oilfield,wordnet_noun,1,2.74,2.74,,,1,7.0,,,,
oilman,wordnet_noun,1,2.18,2.18,4.56,11.07,2,10.0,,,,
oilseed,wordnet_noun,1,2.14,2.14,,,1,10.0,,,,
oink,wordnet_noun,1,2.3,2.3,3.24,3.44,2,7.0,,,,
ointment,wordnet_noun,1,2.98,2.98,4.5,7.9,2,8.0,,,,
oka,wordnet_noun,1,2.61,2.61,,,3,10.0,,,,
okay,wordnet_noun,1,5.06,5.06,1.89,3.429583,4,6.0,,,,
okey,wordnet_noun,1,2.72,2.72,,,1,6.0,,,,
okra,wordnet_noun,1,2.63,2.63,4.78,12.61,3,10.0,,,,
ola,wordnet_noun,1,2.99,2.99,,,1,8.0,,,,
old,wordnet_noun,1,5.75,5.75,2.72,3.72,9,5.0,,,,
oldie,wordnet_noun,1,2.65,2.65,2.57,6.94,1,7.0,,,,
oleander,wordnet_noun,1,2.18,2.18,,14.75,1,8.0,,,,
olefin,wordnet_noun,1,2.16,2.16,,,1,10.0,,,,
oligarch,wordnet_noun,1,2.69,2.69,,13.93,1,8.0,,,,
oligarchy,wordnet_noun,1,2.85,2.85,,12.87,1,5.0,,,,
oligopoly,wordnet_noun,1,2.3,2.3,,,1,7.0,,,,
olive,wordnet_noun,1,4.09,4.09,4.9,6.68,6,13.0,,,,
olivine,wordnet_noun,1,2.4,2.4,,,1,7.0,,,,
olla,wordnet_noun,1,2.04,2.04,,,1,8.0,,,,
ology,wordnet_noun,1,2.01,2.01,,,1,7.0,,,,
ombudsman,wordnet_noun,1,3.14,3.14,,16.62,1,9.0,,,,
omega,wordnet_noun,1,3.78,3.78,3.08,13.24,2,8.0,,,,
omelet,wordnet_noun,1,2.63,2.63,4.93,6.5,1,7.0,,,,
omelette,wordnet_noun,1,2.85,2.85,4.74,,1,7.0,,,,
omen,wordnet_noun,1,3.12,3.12,2.69,12.05,3,9.0,,,,
omeprazole,wordnet_noun,1,2.0,2.0,,,1,6.0,,,,
omicron,wordnet_noun,1,2.35,2.35,,15.78,1,8.0,,,,
omission,wordnet_noun,1,3.3,3.3,1.89,12.5,4,8.0,,,,
omnibus,wordnet_noun,1,3.15,3.15,,14.8,3,11.0,,,,
omnipotence,wordnet_noun,1,2.47,2.47,1.58,14.0,1,4.0,,,,
omnipresence,wordnet_noun,1,2.1,2.1,2.0,,1,6.0,,,,
omniscience,wordnet_noun,1,2.37,2.37,1.79,13.12,1,4.0,,,,
omnivore,wordnet_noun,1,2.23,2.23,3.16,,2,10.0,,,,
oncogene,wordnet_noun,1,2.29,2.29,,,1,8.0,,,,
oncologist,wordnet_noun,1,2.78,2.78,3.96,14.79,1,13.0,,,,
oncology,wordnet_noun,1,3.36,3.36,3.0,15.69,1,12.0,,,,
oncoming,wordnet_noun,1,3.07,3.07,2.63,10.39,2,7.0,,,,
one,wordnet_noun,1,6.47,6.47,3.97,3.2271,9,9.0,,,,
oneness,wordnet_noun,1,2.84,2.84,1.96,11.42,1,6.0,,,,
onion,wordnet_noun,1,3.89,3.89,4.86,6.05,3,11.0,,,,
onlooker,wordnet_noun,1,2.31,2.31,3.64,8.94,1,9.0,,,,
onomatopoeia,wordnet_noun,1,2.15,2.15,,,1,6.0,,,,
onset,wordnet_noun,1,3.72,3.72,2.14,10.72,2,7.0,,,,
onslaught,wordnet_noun,1,3.2,3.2,2.35,12.33,3,7.0,,,,
ontology,wordnet_noun,1,2.94,2.94,,16.64,2,10.0,,,,
onus,wordnet_noun,1,2.99,2.99,,15.92,1,8.0,,,,
onyx,wordnet_noun,1,2.99,2.99,4.64,13.29,1,9.0,,,,
oocyte,wordnet_noun,1,2.25,2.25,,,1,7.0,,,,
oodles,wordnet_noun,1,2.43,2.43,,8.18,1,5.0,,,,
oolong,wordnet_noun,1,2.38,2.38,,16.75,1,10.0,,,,
oomph,wordnet_noun,1,2.62,2.62,1.52,9.33,2,7.0,,,,
ooze,wordnet_noun,1,2.8,2.8,4.0,7.45,4,8.0,,,,
oozing,wordnet_noun,1,2.89,2.89,,,4,8.0,,,,
opacity,wordnet_noun,1,2.84,2.84,2.93,12.29,3,6.0,,,,
opal,wordnet_noun,1,3.2,3.2,4.42,9.28,1,7.0,,,,
open,wordnet_noun,1,5.48,5.48,3.21,5.0,36,7.0,,,,
opener,wordnet_noun,1,3.88,3.88,3.81,7.17,3,9.0,,,,
opening,wordnet_noun,1,4.94,4.94,3.79,6.28,25,9.0,,,,
openness,wordnet_noun,1,3.4,3.4,1.9,8.68,3,7.0,,,,
opera,wordnet_noun,1,4.27,4.27,4.28,,3,11.0,,,,
operand,wordnet_noun,1,2.19,2.19,,,1,8.0,,,,
operation,wordnet_noun,1,4.92,4.92,3.44,7.84,11,10.0,,,,
operations,wordnet_noun,1,4.87,4.87,,,12,10.0,,,,
operative,wordnet_noun,1,3.86,3.86,2.64,9.67,6,11.0,,,,
operator,wordnet_noun,1,4.32,4.32,4.21,7.95,5,11.0,,,,
operculum,wordnet_noun,1,2.17,2.17,,15.8,1,7.0,,,,
operetta,wordnet_noun,1,2.36,2.36,,16.0,1,9.0,,,,
operon,wordnet_noun,1,2.1,2.1,,,1,10.0,,,,
ophthalmologist,wordnet_noun,1,2.7,2.7,4.32,11.35,1,13.0,,,,
ophthalmology,wordnet_noun,1,2.93,2.93,2.86,12.41,1,12.0,,,,
opiate,wordnet_noun,1,2.89,2.89,4.17,14.44,1,7.0,,,,
opinion,wordnet_noun,1,4.94,4.94,1.93,8.42,6,8.0,,,,
opium,wordnet_noun,1,3.46,3.46,4.56,12.41,1,7.0,,,,
opossum,wordnet_noun,1,2.47,2.47,4.93,8.76,2,12.0,,,,
opponent,wordnet_noun,1,4.2,4.2,3.52,8.63,3,8.0,,,,
opportunism,wordnet_noun,1,2.54,2.54,2.36,14.17,1,6.0,,,,
opportunist,wordnet_noun,1,2.77,2.77,2.72,13.65,2,10.0,,,,
opportunity,wordnet_noun,1,4.95,4.95,1.88,9.72,1,6.0,,,,
opposite,wordnet_noun,1,4.62,4.62,1.79,5.06,11,8.0,,,,
opposition,wordnet_noun,1,4.57,4.57,2.25,11.58,8,8.0,,,,
oppression,wordnet_noun,1,3.79,3.79,2.0,12.22,3,10.0,,,,
oppressor,wordnet_noun,1,2.74,2.74,2.76,13.05,1,9.0,,,,
opprobrium,wordnet_noun,1,2.11,2.11,,,2,8.0,,,,
optic,wordnet_noun,1,3.65,3.65,3.46,11.0,3,7.0,,,,
optician,wordnet_noun,1,2.41,2.41,4.68,11.24,1,9.0,,,,
optics,wordnet_noun,1,3.58,3.58,3.29,12.63,3,10.0,,,,
optimisation,wordnet_noun,1,2.73,2.73,,,1,9.0,,,,
optimism,wordnet_noun,1,3.66,3.66,1.48,12.17,2,6.0,,,,
optimist,wordnet_noun,1,3.02,3.02,1.9,10.89,1,7.0,,,,
optimization,wordnet_noun,1,3.66,3.66,1.96,12.44,1,9.0,,,,
optimum,wordnet_noun,1,3.54,3.54,1.76,11.44,2,5.0,,,,
option,wordnet_noun,1,4.8,4.8,2.39,8.79,3,8.0,,,,
optometrist,wordnet_noun,1,2.53,2.53,4.89,8.62,1,9.0,,,,
optometry,wordnet_noun,1,2.63,2.63,3.48,13.74,1,8.0,,,,
opulence,wordnet_noun,1,2.69,2.69,,11.73,1,7.0,,,,
opus,wordnet_noun,1,3.16,3.16,3.25,13.85,1,5.0,,,,
oracle,wordnet_noun,1,3.7,3.7,2.88,11.82,3,10.0,,,,
oral,wordnet_noun,1,4.26,4.26,3.45,9.39,5,7.0,,,,
orang,wordnet_noun,1,2.69,2.69,,,1,15.0,,,,
orange,wordnet_noun,1,4.62,4.62,4.66,3.26,6,13.0,,,,
orangutan,wordnet_noun,1,2.8,2.8,4.81,7.83,1,15.0,,,,
oration,wordnet_noun,1,2.6,2.6,,13.62,1,8.0,,,,
orator,wordnet_noun,1,2.9,2.9,4.0,13.0,1,10.0,,,,
oratorio,wordnet_noun,1,2.51,2.51,,15.1,1,7.0,,,,
oratory,wordnet_noun,1,2.94,2.94,2.87,14.62,1,7.0,,,,
orb,wordnet_noun,1,3.26,3.26,4.12,11.17,3,7.0,,,,
orbit,wordnet_noun,1,4.03,4.03,3.93,7.95,6,7.0,,,,
orbiter,wordnet_noun,1,2.94,2.94,3.56,9.44,1,7.0,,,,
orca,wordnet_noun,1,2.93,2.93,,,1,16.0,,,,
orchard,wordnet_noun,1,3.57,3.57,4.75,7.67,1,9.0,,,,
orchestra,wordnet_noun,1,4.01,4.01,4.79,9.44,2,6.0,,,,
orchestration,wordnet_noun,1,2.74,2.74,2.82,11.89,3,10.0,,,,
orchestrator,wordnet_noun,1,2.1,2.1,4.03,,1,11.0,,,,
orchid,wordnet_noun,1,3.3,3.3,4.92,9.76,1,11.0,,,,
ordeal,wordnet_noun,1,3.47,3.47,2.04,10.06,2,9.0,,,,
order,wordnet_noun,1,5.49,5.49,2.79,6.26,24,8.0,,,,
ordering,wordnet_noun,1,4.02,4.02,,,11,7.0,,,,
orderly,wordnet_noun,1,3.44,3.44,2.77,8.33,4,12.0,,,,
ordinal,wordnet_noun,1,2.67,2.67,,,3,5.0,,,,
ordinance,wordnet_noun,1,3.6,3.6,2.9,13.17,3,9.0,,,,
ordinary,wordnet_noun,1,4.42,4.42,1.79,8.63,7,11.0,,,,
ordinate,wordnet_noun,1,2.91,2.91,,12.75,3,7.0,,,,
ordination,wordnet_noun,1,3.41,3.41,2.19,13.93,3,9.0,,,,
ordnance,wordnet_noun,1,3.37,3.37,2.96,14.0,2,8.0,,,,
ore,wordnet_noun,1,4.1,4.1,4.48,11.12,2,7.0,,,,
oregano,wordnet_noun,1,2.8,2.8,4.81,10.88,2,10.0,,,,
oreo,wordnet_noun,1,2.96,2.96,,,1,8.0,,,,
organ,wordnet_noun,1,4.14,4.14,4.77,8.72,6,10.0,,,,
organelle,wordnet_noun,1,2.13,2.13,,,1,6.0,,,,
organic,wordnet_noun,1,4.4,4.4,2.68,13.68,7,8.0,,,,
organisation,wordnet_noun,1,4.36,4.36,,,7,9.0,,,,
organiser,wordnet_noun,1,3.11,3.11,,,3,11.0,,,,
organism,wordnet_noun,1,3.59,3.59,4.16,10.61,2,5.0,,,,
organist,wordnet_noun,1,2.91,2.91,4.0,7.68,1,10.0,,,,
organization,wordnet_noun,1,4.92,4.92,3.0,9.16,7,9.0,,,,
organizer,wordnet_noun,1,3.57,3.57,3.58,9.55,3,11.0,,,,
organs,wordnet_noun,1,4.0,4.0,,,7,10.0,,,,
organza,wordnet_noun,1,2.11,2.11,,,1,6.0,,,,
orgasm,wordnet_noun,1,3.67,3.67,3.97,14.05,1,11.0,,,,
orgy,wordnet_noun,1,3.24,3.24,3.67,13.95,3,10.0,,,,
oriel,wordnet_noun,1,2.49,2.49,,12.25,1,10.0,,,,
orient,wordnet_noun,1,3.44,3.44,2.31,,7,7.0,,,,
orientalism,wordnet_noun,1,2.38,2.38,,,2,8.0,,,,
