concept,source,n_words,zipf_head,zipf_min,conc,aoa,wn_senses,wn_depth,ev_frac_llama8b,val_r_llama8b,ev_frac_falcon3b,val_r_falcon3b
orientalist,wordnet_noun,1,2.31,2.31,,,1,9.0,,,,
orientation,wordnet_noun,1,4.05,4.05,2.43,11.78,6,9.0,,,,
orifice,wordnet_noun,1,2.77,2.77,4.36,11.4,1,7.0,,,,
origami,wordnet_noun,1,2.94,2.94,4.38,9.24,1,8.0,,,,
origin,wordnet_noun,1,4.55,4.55,2.03,10.25,6,7.0,,,,
original,wordnet_noun,1,5.16,5.16,2.07,7.67,6,7.0,,,,
originality,wordnet_noun,1,3.34,3.34,1.86,9.58,2,5.0,,,,
origination,wordnet_noun,1,2.71,2.71,2.07,11.39,2,9.0,,,,
originator,wordnet_noun,1,2.88,2.88,2.52,12.61,1,8.0,,,,
oriole,wordnet_noun,1,2.35,2.35,4.38,10.0,2,12.0,,,,
ornament,wordnet_noun,1,3.32,3.32,4.04,6.1,3,5.0,,,,
ornamental,wordnet_noun,1,3.34,3.34,2.7,9.74,2,7.0,,,,
ornamentation,wordnet_noun,1,2.77,2.77,3.36,11.11,3,9.0,,,,
ornithologist,wordnet_noun,1,2.26,2.26,,14.86,1,10.0,,,,
ornithology,wordnet_noun,1,2.52,2.52,3.0,15.3,1,12.0,,,,
orogeny,wordnet_noun,1,2.08,2.08,,,1,5.0,,,,
orphan,wordnet_noun,1,3.58,3.58,4.04,6.94,5,9.0,,,,
orphanage,wordnet_noun,1,3.38,3.38,4.65,8.89,2,8.0,,,,
orthodontics,wordnet_noun,1,2.37,2.37,3.63,10.79,1,13.0,,,,
orthodontist,wordnet_noun,1,2.52,2.52,4.43,10.26,1,12.0,,,,
orthodoxy,wordnet_noun,1,3.26,3.26,,14.78,2,6.0,,,,
orthography,wordnet_noun,1,2.58,2.58,2.73,14.42,1,5.0,,,,
orthopaedics,wordnet_noun,1,2.32,2.32,,,1,11.0,,,,
orthopedics,wordnet_noun,1,2.47,2.47,3.54,11.39,1,11.0,,,,
oryx,wordnet_noun,1,2.51,2.51,,,1,16.0,,,,
oscillation,wordnet_noun,1,2.96,2.96,,14.6,3,7.0,,,,
oscillator,wordnet_noun,1,2.96,2.96,3.79,13.5,1,9.0,,,,
oscilloscope,wordnet_noun,1,2.4,2.4,4.63,15.75,1,8.0,,,,
osmium,wordnet_noun,1,2.05,2.05,,16.4,1,7.0,,,,
osmosis,wordnet_noun,1,2.79,2.79,3.48,12.5,1,5.0,,,,
osprey,wordnet_noun,1,2.89,2.89,,15.11,1,12.0,,,,
ossification,wordnet_noun,1,2.09,2.09,,15.18,4,7.0,,,,
ostentation,wordnet_noun,1,2.12,2.12,,14.715346,3,6.0,,,,
osteoarthritis,wordnet_noun,1,2.76,2.76,3.52,,1,12.0,,,,
osteomyelitis,wordnet_noun,1,2.13,2.13,,,1,9.0,,,,
osteopath,wordnet_noun,1,2.1,2.1,,16.1,1,9.0,,,,
osteopathy,wordnet_noun,1,2.24,2.24,,,1,9.0,,,,
osteoporosis,wordnet_noun,1,2.99,2.99,3.19,14.29,1,9.0,,,,
osteosarcoma,wordnet_noun,1,2.11,2.11,,,1,14.0,,,,
ostomy,wordnet_noun,1,2.02,2.02,,,1,9.0,,,,
ostracism,wordnet_noun,1,2.34,2.34,,14.73,2,8.0,,,,
ostrich,wordnet_noun,1,3.05,3.05,4.71,6.42,2,11.0,,,,
otherness,wordnet_noun,1,2.4,2.4,1.62,9.07,1,5.0,,,,
otherworld,wordnet_noun,1,2.24,2.24,2.5,10.27,1,2.0,,,,
otitis,wordnet_noun,1,2.16,2.16,,,1,8.0,,,,
otolaryngology,wordnet_noun,1,2.3,2.3,,,1,12.0,,,,
otter,wordnet_noun,1,3.37,3.37,4.86,5.47,2,13.0,,,,
ottoman,wordnet_noun,1,3.62,3.62,4.9,10.94,5,11.0,,,,
ounce,wordnet_noun,1,3.8,3.8,3.86,8.78,3,14.0,,,,
ouster,wordnet_noun,1,2.72,2.72,,13.07,3,8.0,,,,
ousting,wordnet_noun,1,2.6,2.6,,,3,8.0,,,,
out,wordnet_noun,1,6.38,6.38,2.73,3.280385,17,7.0,,,,
outage,wordnet_noun,1,3.26,3.26,2.83,9.06,2,7.0,,,,
outback,wordnet_noun,1,3.21,3.21,3.56,9.89,2,8.0,,,,
outboard,wordnet_noun,1,2.86,2.86,4.07,11.08,3,12.0,,,,
outbreak,wordnet_noun,1,3.99,3.99,3.04,10.5,1,5.0,,,,
outbuilding,wordnet_noun,1,2.25,2.25,3.89,10.62,1,7.0,,,,
outburst,wordnet_noun,1,3.15,3.15,2.76,11.25,3,9.0,,,,
outcast,wordnet_noun,1,3.09,3.09,2.62,8.84,2,8.0,,,,
outcome,wordnet_noun,1,4.35,4.35,2.27,9.53,2,6.0,,,,
outcrop,wordnet_noun,1,2.76,2.76,2.77,,2,6.0,,,,
outcropping,wordnet_noun,1,2.22,2.22,,,2,6.0,,,,
outcry,wordnet_noun,1,3.21,3.21,3.23,10.11,3,5.0,,,,
outdoors,wordnet_noun,1,3.71,3.71,4.61,4.747418,2,6.0,,,,
outdoorsman,wordnet_noun,1,2.21,2.21,4.31,9.14,1,7.0,,,,
outerwear,wordnet_noun,1,2.57,2.57,4.52,9.0,1,8.0,,,,
outfall,wordnet_noun,1,2.05,2.05,,,1,7.0,,,,
outfield,wordnet_noun,1,3.11,3.11,4.03,7.44,1,7.0,,,,
outfielder,wordnet_noun,1,3.01,3.01,4.67,8.1,2,11.0,,,,
outfit,wordnet_noun,1,4.22,4.22,4.12,7.0,4,9.0,,,,
outfitter,wordnet_noun,1,2.12,2.12,3.7,14.16,2,11.0,,,,
outfitting,wordnet_noun,1,2.45,2.45,,,2,9.0,,,,
outflow,wordnet_noun,1,3.01,3.01,3.31,11.76,3,9.0,,,,
outgrowth,wordnet_noun,1,2.64,2.64,3.46,11.47,3,6.0,,,,
outhouse,wordnet_noun,1,2.64,2.64,4.89,7.9,1,8.0,,,,
outing,wordnet_noun,1,3.5,3.5,2.72,7.95,5,10.0,,,,
outlander,wordnet_noun,1,2.76,2.76,3.42,11.76,1,8.0,,,,
outlaw,wordnet_noun,1,3.51,3.51,3.61,6.33,4,10.0,,,,
outlay,wordnet_noun,1,2.83,2.83,2.52,15.06,2,9.0,,,,
outlet,wordnet_noun,1,4.0,4.0,4.31,8.32,4,8.0,,,,
outlier,wordnet_noun,1,2.86,2.86,,,2,9.0,,,,
outline,wordnet_noun,1,3.92,3.92,3.61,8.74,6,7.0,,,,
outlook,wordnet_noun,1,4.07,4.07,1.97,10.65,3,9.0,,,,
outpatient,wordnet_noun,1,3.32,3.32,3.24,11.79,1,10.0,,,,
outpost,wordnet_noun,1,3.39,3.39,4.04,11.53,3,8.0,,,,
outpouring,wordnet_noun,1,2.82,2.82,2.46,10.67,5,9.0,,,,
output,wordnet_noun,1,4.43,4.43,2.48,10.72,6,11.0,,,,
outrage,wordnet_noun,1,3.84,3.84,2.45,9.9,7,11.0,,,,
outreach,wordnet_noun,1,3.68,3.68,2.57,12.56,1,9.0,,,,
outrigger,wordnet_noun,1,2.29,2.29,,11.41,1,8.0,,,,
outset,wordnet_noun,1,3.44,3.44,2.21,11.78,1,4.0,,,,
outside,wordnet_noun,1,5.25,5.25,4.25,3.578781,14,8.0,,,,
outsider,wordnet_noun,1,3.55,3.55,2.33,9.35,2,11.0,,,,
outsize,wordnet_noun,1,2.05,2.05,3.0,12.94,2,5.0,,,,
outskirts,wordnet_noun,1,3.56,3.56,3.17,10.55,2,7.0,,,,
outtake,wordnet_noun,1,2.28,2.28,2.74,10.95,1,9.0,,,,
oval,wordnet_noun,1,3.98,3.98,4.04,5.95,2,7.0,,,,
ovary,wordnet_noun,1,2.94,2.94,4.18,12.26,2,9.0,,,,
ovation,wordnet_noun,1,3.29,3.29,3.45,11.19,1,6.0,,,,
oven,wordnet_noun,1,4.05,4.05,4.97,5.67,1,11.0,,,,
over,wordnet_noun,1,6.08,6.08,2.46,5.571640000000001,7,8.0,,,,
overabundance,wordnet_noun,1,2.32,2.32,2.65,10.53,2,8.0,,,,
overachiever,wordnet_noun,1,2.11,2.11,1.93,11.63,1,9.0,,,,
overacting,wordnet_noun,1,2.05,2.05,,,2,10.0,,,,
overage,wordnet_noun,1,2.32,2.32,2.43,12.3,2,5.0,,,,
overall,wordnet_noun,1,4.9,4.9,1.76,8.28,4,10.0,,,,
overbite,wordnet_noun,1,2.11,2.11,4.28,8.0,1,8.0,,,,
overburden,wordnet_noun,1,2.26,2.26,2.62,11.89,4,7.0,,,,
overcast,wordnet_noun,1,3.05,3.05,4.04,9.05,8,11.0,,,,
overcharge,wordnet_noun,1,2.49,2.49,2.46,10.11,3,8.0,,,,
overcoat,wordnet_noun,1,2.77,2.77,4.5,8.95,2,11.0,,,,
overconfidence,wordnet_noun,1,2.35,2.35,1.81,10.47,1,8.0,,,,
overdraft,wordnet_noun,1,2.84,2.84,3.17,15.0,1,9.0,,,,
overdrive,wordnet_noun,1,3.18,3.18,2.96,11.37,4,10.0,,,,
overeating,wordnet_noun,1,2.69,2.69,,,2,10.0,,,,
overestimate,wordnet_noun,1,2.83,2.83,1.7,12.53,4,10.0,,,,
overestimation,wordnet_noun,1,2.0,2.0,2.0,11.22,2,10.0,,,,
overexposure,wordnet_noun,1,2.23,2.23,2.41,11.67,2,10.0,,,,
overflow,wordnet_noun,1,3.39,3.39,3.72,6.44,4,9.0,,,,
overgrowth,wordnet_noun,1,2.52,2.52,3.8,,2,9.0,,,,
overhang,wordnet_noun,1,2.79,2.79,4.31,10.58,3,7.0,,,,
overhaul,wordnet_noun,1,3.59,3.59,2.97,11.3,4,11.0,,,,
overhead,wordnet_noun,1,3.93,3.93,3.6,9.138014999999998,9,12.0,,,,
overheating,wordnet_noun,1,3.1,3.1,,,3,6.0,,,,
overkill,wordnet_noun,1,2.98,2.98,2.32,8.78,2,9.0,,,,
overlap,wordnet_noun,1,3.7,3.7,3.07,9.05,5,9.0,,,,
overlapping,wordnet_noun,1,3.56,3.56,3.27,10.33,3,6.0,,,,
overlay,wordnet_noun,1,3.24,3.24,3.3,12.21,6,7.0,,,,
overload,wordnet_noun,1,3.5,3.5,2.69,9.5,5,7.0,,,,
overlook,wordnet_noun,1,3.53,3.53,2.41,9.72,6,6.0,,,,
overlord,wordnet_noun,1,3.02,3.02,3.61,12.63,1,8.0,,,,
overpass,wordnet_noun,1,2.96,2.96,4.11,9.0,1,7.0,,,,
overpayment,wordnet_noun,1,2.28,2.28,3.14,13.11,2,9.0,,,,
overpopulation,wordnet_noun,1,2.71,2.71,2.72,13.32,1,4.0,,,,
overpressure,wordnet_noun,1,2.03,2.03,2.38,11.61,1,9.0,,,,
overproduction,wordnet_noun,1,2.38,2.38,2.45,12.47,1,11.0,,,,
overreaction,wordnet_noun,1,2.77,2.77,2.11,10.58,1,6.0,,,,
override,wordnet_noun,1,3.42,3.42,2.58,12.5,6,8.0,,,,
overrun,wordnet_noun,1,3.36,3.36,2.68,9.42,6,11.0,,,,
overseer,wordnet_noun,1,2.93,2.93,3.73,11.68,1,10.0,,,,
overshoot,wordnet_noun,1,2.52,2.52,2.88,10.89,3,10.0,,,,
oversight,wordnet_noun,1,3.83,3.83,1.57,11.28,3,9.0,,,,
overstatement,wordnet_noun,1,2.49,2.49,1.54,11.22,1,7.0,,,,
oversupply,wordnet_noun,1,2.43,2.43,2.9,,2,9.0,,,,
overtaking,wordnet_noun,1,3.01,3.01,,,4,12.0,,,,
overthrow,wordnet_noun,1,3.61,3.61,2.35,10.67,4,9.0,,,,
overtime,wordnet_noun,1,3.94,3.94,2.8,9.39,3,6.0,,,,
overtone,wordnet_noun,1,2.28,2.28,2.41,14.06,2,11.0,,,,
overture,wordnet_noun,1,3.01,3.01,3.08,11.47,3,7.0,,,,
overturn,wordnet_noun,1,3.22,3.22,3.0,8.61,8,9.0,,,,
overuse,wordnet_noun,1,3.02,3.02,2.24,9.17,2,8.0,,,,
overview,wordnet_noun,1,4.11,4.11,3.28,10.85,1,6.0,,,,
overweight,wordnet_noun,1,3.74,3.74,3.57,8.56,2,7.0,,,,
overwork,wordnet_noun,1,2.62,2.62,2.33,10.78,3,8.0,,,,
overworking,wordnet_noun,1,2.09,2.09,,,3,8.0,,,,
oviduct,wordnet_noun,1,2.13,2.13,,,1,8.0,,,,
ovoid,wordnet_noun,1,2.42,2.42,,12.73,2,5.0,,,,
ovulation,wordnet_noun,1,2.98,2.98,3.19,11.61,1,4.0,,,,
ovum,wordnet_noun,1,2.39,2.39,4.38,12.29,1,8.0,,,,
owl,wordnet_noun,1,3.87,3.87,4.93,6.21,1,11.0,,,,
owner,wordnet_noun,1,4.83,4.83,3.78,7.5,2,10.0,,,,
ownership,wordnet_noun,1,4.4,4.4,2.42,9.39,3,7.0,,,,
oxalate,wordnet_noun,1,2.34,2.34,,15.25,1,9.0,,,,
oxbow,wordnet_noun,1,2.17,2.17,4.17,11.23,3,8.0,,,,
oxen,wordnet_noun,1,2.9,2.9,4.29,,3,17.0,,,,
oxford,wordnet_noun,1,4.38,4.38,3.69,,4,9.0,,,,
oxidant,wordnet_noun,1,2.48,2.48,3.07,,1,6.0,,,,
oxidase,wordnet_noun,1,2.69,2.69,,,1,12.0,,,,
oxidation,wordnet_noun,1,3.39,3.39,3.33,13.16,1,6.0,,,,
oxide,wordnet_noun,1,3.66,3.66,3.87,14.53,1,8.0,,,,
oxidizer,wordnet_noun,1,2.26,2.26,3.37,14.79,1,6.0,,,,
oxtail,wordnet_noun,1,2.13,2.13,4.5,12.29,1,7.0,,,,
oxygen,wordnet_noun,1,4.25,4.25,3.66,8.63,1,6.0,,,,
oxygenation,wordnet_noun,1,2.48,2.48,2.43,12.94,1,4.0,,,,
oxymoron,wordnet_noun,1,2.72,2.72,1.68,14.16,1,7.0,,,,
oxytocin,wordnet_noun,1,2.83,2.83,,,1,9.0,,,,
oyster,wordnet_noun,1,3.54,3.54,4.85,8.0,4,10.0,,,,
ozone,wordnet_noun,1,3.42,3.42,3.5,12.79,1,5.0,,,,
paca,wordnet_noun,1,2.13,2.13,,,1,12.0,,,,
pace,wordnet_noun,1,4.38,4.38,3.11,8.21,10,10.0,,,,
pacemaker,wordnet_noun,1,2.97,2.97,4.68,12.42,4,16.0,,,,
pacer,wordnet_noun,1,2.71,2.71,3.64,12.06,2,16.0,,,,
pacha,wordnet_noun,1,2.41,2.41,,,1,8.0,,,,
pachinko,wordnet_noun,1,2.38,2.38,,17.2,1,9.0,,,,
pacification,wordnet_noun,1,2.57,2.57,1.76,12.52,3,9.0,,,,
pacifier,wordnet_noun,1,2.64,2.64,4.61,4.56,3,10.0,,,,
pacifism,wordnet_noun,1,2.65,2.65,1.83,13.39,2,7.0,,,,
pacifist,wordnet_noun,1,3.07,3.07,2.44,12.75,2,8.0,,,,
pacing,wordnet_noun,1,3.35,3.35,,,6,11.0,,,,
pack,wordnet_noun,1,4.66,4.66,3.83,6.55,22,9.0,,,,
package,wordnet_noun,1,4.46,4.46,4.72,6.61,4,7.0,,,,
packaging,wordnet_noun,1,3.96,3.96,4.44,8.89,4,9.0,,,,
packer,wordnet_noun,1,3.26,3.26,3.96,10.0,3,12.0,,,,
packet,wordnet_noun,1,3.77,3.77,4.46,8.94,4,11.0,,,,
packing,wordnet_noun,1,4.06,4.06,,,16,10.0,,,,
pact,wordnet_noun,1,3.73,3.73,2.52,9.37,1,8.0,,,,
pad,wordnet_noun,1,4.01,4.01,4.43,8.83,11,8.0,,,,
padding,wordnet_noun,1,3.18,3.18,4.52,8.45,5,5.0,,,,
paddle,wordnet_noun,1,3.49,3.49,4.8,6.58,10,10.0,,,,
paddock,wordnet_noun,1,3.11,3.11,4.22,12.42,1,9.0,,,,
paddy,wordnet_noun,1,3.62,3.62,,11.688758,3,11.0,,,,
padlock,wordnet_noun,1,2.68,2.68,4.92,8.84,2,10.0,,,,
padre,wordnet_noun,1,3.11,3.11,4.6,11.39,2,11.0,,,,
paean,wordnet_noun,1,2.41,2.41,,14.25,2,9.0,,,,
paediatrician,wordnet_noun,1,2.25,2.25,,,1,13.0,,,,
paediatrics,wordnet_noun,1,2.44,2.44,,,1,12.0,,,,
paedophile,wordnet_noun,1,2.85,2.85,,,1,11.0,,,,
paedophilia,wordnet_noun,1,2.36,2.36,,,1,8.0,,,,
paella,wordnet_noun,1,2.63,2.63,,14.45,1,7.0,,,,
pagan,wordnet_noun,1,3.56,3.56,2.73,13.0,4,8.0,,,,
paganism,wordnet_noun,1,2.79,2.79,2.2,14.59,1,10.0,,,,
page,wordnet_noun,1,5.12,5.12,4.9,5.16,9,11.0,,,,
pageant,wordnet_noun,1,3.51,3.51,4.0,10.0,2,7.0,,,,
pageantry,wordnet_noun,1,2.58,2.58,2.52,10.53,2,7.0,,,,
pager,wordnet_noun,1,2.63,2.63,4.57,10.11,1,8.0,,,,
pagination,wordnet_noun,1,2.25,2.25,,15.5,1,5.0,,,,
paging,wordnet_noun,1,2.95,2.95,3.42,11.45,5,5.0,,,,
pagoda,wordnet_noun,1,2.85,2.85,4.67,12.38,1,9.0,,,,
pail,wordnet_noun,1,2.79,2.79,4.93,6.16,2,8.0,,,,
painkiller,wordnet_noun,1,2.77,2.77,4.18,11.59,1,7.0,,,,
pains,wordnet_noun,1,3.84,3.84,3.65,6.53077,8,9.0,,,,
paint,wordnet_noun,1,4.52,4.52,4.79,4.45,7,9.0,,,,
paintball,wordnet_noun,1,3.03,3.03,4.79,12.5,2,10.0,,,,
paintbrush,wordnet_noun,1,2.62,2.62,4.79,6.22,1,8.0,,,,
painter,wordnet_noun,1,3.93,3.93,4.52,5.6,4,15.0,,,,
painting,wordnet_noun,1,4.6,4.6,4.59,5.26,8,10.0,,,,
pair,wordnet_noun,1,4.72,4.72,3.88,5.94,9,8.0,,,,
pairing,wordnet_noun,1,3.6,3.6,,,7,7.0,,,,
paisa,wordnet_noun,1,2.3,2.3,,,1,7.0,,,,
paisley,wordnet_noun,1,3.31,3.31,,11.29,1,6.0,,,,
pajama,wordnet_noun,1,2.81,2.81,4.85,4.27,2,10.0,,,,
pal,wordnet_noun,1,3.99,3.99,3.93,5.74,2,8.0,,,,
palace,wordnet_noun,1,4.45,4.45,4.57,6.89,4,10.0,,,,
paladin,wordnet_noun,1,2.98,2.98,,,1,9.0,,,,
palaeontologist,wordnet_noun,1,2.11,2.11,,,1,8.0,,,,
palaeontology,wordnet_noun,1,2.3,2.3,,,1,10.0,,,,
palanquin,wordnet_noun,1,2.13,2.13,,14.83,1,8.0,,,,
palatal,wordnet_noun,1,2.38,2.38,,,3,7.0,,,,
palate,wordnet_noun,1,3.35,3.35,3.73,11.72,1,8.0,,,,
palatinate,wordnet_noun,1,2.31,2.31,,16.75,2,6.0,,,,
palatine,wordnet_noun,1,2.79,2.79,,,7,11.0,,,,
palaver,wordnet_noun,1,2.18,2.18,,14.71,5,8.0,,,,
pale,wordnet_noun,1,4.08,4.08,3.79,6.95,7,8.0,,,,
paleontology,wordnet_noun,1,2.79,2.79,3.2,12.83,1,10.0,,,,
palette,wordnet_noun,1,3.74,3.74,4.3,10.5,3,10.0,,,,
palfrey,wordnet_noun,1,2.2,2.2,,13.78,1,16.0,,,,
palimpsest,wordnet_noun,1,2.05,2.05,,,1,7.0,,,,
palindrome,wordnet_noun,1,2.17,2.17,,13.0,1,6.0,,,,
paling,wordnet_noun,1,2.18,2.18,,,3,9.0,,,,
palisade,wordnet_noun,1,2.51,2.51,,,2,8.0,,,,
pall,wordnet_noun,1,2.93,2.93,,12.27,11,8.0,,,,
palladium,wordnet_noun,1,3.17,3.17,,14.0,1,7.0,,,,
pallet,wordnet_noun,1,3.12,3.12,4.59,12.0,5,9.0,,,,
palliative,wordnet_noun,1,3.1,3.1,2.75,17.11,2,8.0,,,,
pallor,wordnet_noun,1,2.16,2.16,3.18,13.23,1,7.0,,,,
palm,wordnet_noun,1,4.23,4.23,4.83,6.0,5,10.0,,,,
palmetto,wordnet_noun,1,2.72,2.72,,12.83,1,12.0,,,,
palmyra,wordnet_noun,1,2.74,2.74,,,1,12.0,,,,
palomino,wordnet_noun,1,2.29,2.29,,13.93,1,15.0,,,,
palpation,wordnet_noun,1,2.05,2.05,3.23,15.33,1,9.0,,,,
palsy,wordnet_noun,1,3.2,3.2,2.76,14.25,3,10.0,,,,
pampas,wordnet_noun,1,2.26,2.26,,13.4,1,6.0,,,,
pampering,wordnet_noun,1,2.65,2.65,,,3,9.0,,,,
pamphlet,wordnet_noun,1,3.32,3.32,4.61,9.5,2,10.0,,,,
pan,wordnet_noun,1,4.39,4.39,4.86,4.72,7,10.0,,,,
panacea,wordnet_noun,1,2.78,2.78,,16.5,2,9.0,,,,
panache,wordnet_noun,1,2.66,2.66,1.61,12.92,2,8.0,,,,
pancake,wordnet_noun,1,3.35,3.35,4.86,4.26,1,7.0,,,,
panchayat,wordnet_noun,1,2.77,2.77,,,1,8.0,,,,
pancreas,wordnet_noun,1,3.14,3.14,4.79,12.84,1,8.0,,,,
pancreatitis,wordnet_noun,1,2.69,2.69,3.54,16.12,1,8.0,,,,
panda,wordnet_noun,1,3.65,3.65,4.75,5.67,2,13.0,,,,
pandemic,wordnet_noun,1,3.68,3.68,2.54,12.26,3,7.0,,,,
pandemonium,wordnet_noun,1,2.69,2.69,2.24,14.24,1,6.0,,,,
pander,wordnet_noun,1,2.64,2.64,,13.47,3,9.0,,,,
pane,wordnet_noun,1,3.09,3.09,3.86,9.78,3,9.0,,,,
panegyric,wordnet_noun,1,2.0,2.0,,16.86,2,6.0,,,,
panel,wordnet_noun,1,4.55,4.55,4.26,9.11,10,10.0,,,,
paneling,wordnet_noun,1,2.6,2.6,4.41,8.22,3,7.0,,,,
panelist,wordnet_noun,1,2.66,2.66,4.31,11.44,1,11.0,,,,
panelling,wordnet_noun,1,2.52,2.52,,,3,7.0,,,,
panellist,wordnet_noun,1,2.19,2.19,,,1,11.0,,,,
pang,wordnet_noun,1,3.11,3.11,2.7,10.5,3,8.0,,,,
pangolin,wordnet_noun,1,2.36,2.36,,,1,11.0,,,,
panhandle,wordnet_noun,1,2.88,2.88,3.75,11.82,3,6.0,,,,
panic,wordnet_noun,1,4.26,4.26,3.04,8.35,4,7.0,,,,
pannier,wordnet_noun,1,2.0,2.0,,,3,9.0,,,,
panoply,wordnet_noun,1,2.32,2.32,,16.0,1,5.0,,,,
panopticon,wordnet_noun,1,2.11,2.11,,,2,11.0,,,,
panorama,wordnet_noun,1,3.39,3.39,3.41,13.88,2,8.0,,,,
pansexual,wordnet_noun,1,2.32,2.32,,16.0,1,7.0,,,,
pansy,wordnet_noun,1,2.77,2.77,3.89,8.32,3,10.0,,,,
pant,wordnet_noun,1,3.18,3.18,4.38,5.94,5,9.0,,,,
pantheism,wordnet_noun,1,2.14,2.14,,,2,11.0,,,,
pantheon,wordnet_noun,1,3.22,3.22,,11.8,3,9.0,,,,
panther,wordnet_noun,1,3.65,3.65,4.93,6.67,3,15.0,,,,
panting,wordnet_noun,1,2.99,2.99,4.0,,4,6.0,,,,
panto,wordnet_noun,1,2.4,2.4,,,1,11.0,,,,
pantomime,wordnet_noun,1,3.0,3.0,3.84,9.33,2,10.0,,,,
pantry,wordnet_noun,1,3.23,3.23,4.67,8.17,1,9.0,,,,
pants,wordnet_noun,1,4.48,4.48,4.86,3.2271,6,11.0,,,,
pantsuit,wordnet_noun,1,2.28,2.28,4.78,9.42,1,11.0,,,,
panty,wordnet_noun,1,2.97,2.97,4.59,6.26,1,11.0,,,,
pantyhose,wordnet_noun,1,2.84,2.84,5.0,6.06,1,11.0,,,,
panzer,wordnet_noun,1,2.93,2.93,,14.22,1,12.0,,,,
pap,wordnet_noun,1,3.28,3.28,,13.0,3,7.0,,,,
papa,wordnet_noun,1,3.91,3.91,4.43,3.05,1,13.0,,,,
papacy,wordnet_noun,1,3.02,3.02,,13.35,1,7.0,,,,
paparazzo,wordnet_noun,1,2.11,2.11,4.26,14.47,1,10.0,,,,
papaya,wordnet_noun,1,2.87,2.87,4.87,10.84,2,12.0,,,,
paperback,wordnet_noun,1,3.62,3.62,4.57,7.94,2,8.0,,,,
paperboard,wordnet_noun,1,2.22,2.22,4.26,,1,8.0,,,,
paperboy,wordnet_noun,1,2.21,2.21,4.86,7.56,1,10.0,,,,
paperclip,wordnet_noun,1,2.32,2.32,4.96,6.42,1,10.0,,,,
papermaking,wordnet_noun,1,2.12,2.12,3.54,8.33,1,8.0,,,,
papers,wordnet_noun,1,4.61,4.61,,,10,9.0,,,,
paperweight,wordnet_noun,1,2.34,2.34,4.78,6.72,1,6.0,,,,
paperwork,wordnet_noun,1,3.84,3.84,4.63,7.53,1,7.0,,,,
papilloma,wordnet_noun,1,2.09,2.09,,,1,12.0,,,,
papillon,wordnet_noun,1,2.52,2.52,,,1,16.0,,,,
papist,wordnet_noun,1,2.05,2.05,,13.92,2,11.0,,,,
papoose,wordnet_noun,1,2.06,2.06,,10.77,1,11.0,,,,
pappa,wordnet_noun,1,2.2,2.2,,,1,13.0,,,,
pappus,wordnet_noun,1,2.29,2.29,,,1,7.0,,,,
paprika,wordnet_noun,1,2.96,2.96,5.0,9.63,2,11.0,,,,
papyrus,wordnet_noun,1,2.9,2.9,4.44,10.88,3,11.0,,,,
par,wordnet_noun,1,4.15,4.15,2.26,10.16,3,6.0,,,,
para,wordnet_noun,1,3.85,3.85,,13.020883,5,12.0,,,,
parable,wordnet_noun,1,3.1,3.1,1.89,11.24,2,8.0,,,,
parabola,wordnet_noun,1,2.39,2.39,3.88,,1,7.0,,,,
parachute,wordnet_noun,1,3.51,3.51,4.78,7.0,2,8.0,,,,
parachuting,wordnet_noun,1,2.47,2.47,,,2,9.0,,,,
parachutist,wordnet_noun,1,2.0,2.0,4.3,11.11,1,8.0,,,,
parade,wordnet_noun,1,4.16,4.16,4.54,6.53,5,10.0,,,,
paradigm,wordnet_noun,1,3.61,3.61,1.73,16.6,4,7.0,,,,
paradise,wordnet_noun,1,4.16,4.16,2.72,8.67,2,9.0,,,,
paradox,wordnet_noun,1,3.63,3.63,1.54,13.78,1,7.0,,,,
paraffin,wordnet_noun,1,2.73,2.73,,13.67,3,12.0,,,,
paragliding,wordnet_noun,1,2.49,2.49,4.04,11.65,1,12.0,,,,
paragon,wordnet_noun,1,3.05,3.05,,14.5,2,9.0,,,,
paragraph,wordnet_noun,1,4.03,4.03,3.96,7.05,4,5.0,,,,
parakeet,wordnet_noun,1,2.48,2.48,4.9,6.53,1,11.0,,,,
paralegal,wordnet_noun,1,2.75,2.75,4.33,15.11,1,10.0,,,,
parallax,wordnet_noun,1,2.85,2.85,,,1,7.0,,,,
parallel,wordnet_noun,1,4.27,4.27,3.16,9.95,8,6.0,,,,
parallelism,wordnet_noun,1,2.58,2.58,1.86,11.44,1,6.0,,,,
parallelogram,wordnet_noun,1,2.18,2.18,4.07,11.05,1,8.0,,,,
paralysis,wordnet_noun,1,3.48,3.48,3.52,10.39,1,10.0,,,,
paralytic,wordnet_noun,1,2.48,2.48,,16.41,3,8.0,,,,
paramedic,wordnet_noun,1,3.19,3.19,4.74,9.89,1,10.0,,,,
parameter,wordnet_noun,1,3.57,3.57,2.48,10.95,4,10.0,,,,
paramilitary,wordnet_noun,1,3.2,3.2,3.15,13.21,2,6.0,,,,
paramour,wordnet_noun,1,2.36,2.36,,14.93,2,10.0,,,,
parang,wordnet_noun,1,2.19,2.19,,,1,12.0,,,,
paranoia,wordnet_noun,1,3.42,3.42,1.74,12.79,1,8.0,,,,
paranoid,wordnet_noun,1,3.73,3.73,1.77,12.3,2,10.0,,,,
parapet,wordnet_noun,1,2.74,2.74,,12.42,2,8.0,,,,
